Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.1	6792	1.0	23.068	0.34%	2.737	0.346%	1e-05	1.0
SP.Syn.Abst.2	5279	1.0	22.133	0.419%	2.646	0.433%	2e-05	1.0
SP.Syn.Abst.3	5584	1.0	22.729	0.407%	2.734	0.423%	2e-05	1.0
SP.Syn.Abst.4	4881	1.0	21.499	0.44%	2.604	0.453%	2e-05	1.0
SP.Syn.Abst.5	8113	1.0	24.188	0.298%	2.913	0.31%	1e-05	1.0
SP.Syn.Abst.6	9148	1.0	23.283	0.255%	2.708	0.251%	1e-05	1.0
SP.Syn.Abst.7	7760	1.0	21.048	0.271%	2.488	0.275%	1e-05	1.0
SP.Syn.Abst.8	5254	1.0	24.107	0.459%	2.843	0.466%	2e-05	1.0
SP.Syn.Abst.9	4298	1.0	23.368	0.544%	2.825	0.539%	4e-05	1.0
SP.Syn.Abst.10	12380	1.0	23.718	0.192%	2.848	0.197%	1e-05	1.0
SP.Syn.Abst.11	9219	1.0	23.408	0.254%	2.765	0.258%	1e-05	1.0
SP.Syn.Abst.12	9384	1.0	26.024	0.277%	3.077	0.277%	1e-05	1.0
SP.Syn.Abst.13	12464	1.0	25.97	0.208%	2.974	0.205%	1e-05	1.0
SP.Syn.Abst.14	13619	1.0	21.787	0.16%	2.699	0.17%	0.0	1.0
SP.Syn.Abst.15	7996	1.0	21.14	0.264%	2.541	0.273%	1e-05	1.0
SP.Syn.Abst.16	7806	1.0	23.657	0.303%	2.822	0.304%	1e-05	1.0
SP.Syn.Abst.17	18033	1.0	25.045	0.139%	3.109	0.148%	0.0	1.0
SP.Syn.Abst.18	11997	1.0	23.155	0.193%	2.8	0.197%	0.0	1.0
SP.Syn.Abst.19	11115	1.0	23.605	0.212%	2.781	0.214%	1e-05	1.0
SP.Syn.Abst.20	5547	1.0	23.589	0.425%	2.811	0.436%	2e-05	1.0
SP.Syn.Abst.21	7995	1.0	25.385	0.318%	2.989	0.322%	1e-05	1.0
SP.Syn.Abst.22	9268	1.0	20.592	0.222%	2.485	0.231%	1e-05	1.0
SP.Syn.Abst.23	7167	1.0	24.32	0.339%	2.859	0.343%	1e-05	1.0
SP.Syn.Abst.24	12816	1.0	22.165	0.173%	2.696	0.181%	0.0	1.0
SP.Syn.Abst.25	10264	1.0	25.978	0.253%	2.974	0.246%	1e-05	1.0
SP.Syn.Abst.26	9249	1.0	22.546	0.244%	2.74	0.244%	1e-05	1.0
SP.Syn.Abst.27	7794	1.0	19.856	0.255%	2.414	0.267%	1e-05	1.0
SP.Syn.Abst.28	6697	1.0	25.058	0.374%	2.874	0.37%	2e-05	1.0
SP.Syn.Abst.29	9469	1.0	22.968	0.243%	2.853	0.254%	1e-05	1.0
SP.Syn.Abst.30	7558	1.0	22.784	0.301%	2.767	0.298%	1e-05	1.0
SP.Syn.Abst.31	20497	1.0	29.494	0.144%	3.635	0.148%	0.0	1.0
SP.Syn.Abst.32	17902	1.0	23.901	0.134%	2.854	0.136%	0.0	1.0
SP.Syn.Abst.33	8839	1.0	24.703	0.279%	2.903	0.277%	2e-05	1.0
SP.Syn.Abst.34	21618	1.0	24.879	0.115%	2.993	0.119%	0.0	1.0
SP.Syn.Abst.35	10724	1.0	22.598	0.211%	2.733	0.22%	1e-05	1.0
SP.Syn.Abst.36	15085	1.0	23.329	0.155%	2.811	0.16%	0.0	1.0
SP.Syn.Abst.37	7534	1.0	22.929	0.304%	2.744	0.311%	1e-05	1.0
SP.Syn.Abst.38	10842	1.0	21.138	0.195%	2.56	0.204%	0.0	1.0
SP.Syn.Abst.39	11218	1.0	23.168	0.207%	2.777	0.211%	1e-05	1.0
SP.Syn.Abst.40	10216	1.0	25.594	0.251%	2.996	0.249%	1e-05	1.0
SP.Syn.Abst.41	8031	1.0	23.438	0.292%	2.786	0.297%	1e-05	1.0
SP.Syn.Abst.42	2779	1.0	23.365	0.841%	2.849	0.885%	9e-05	1.0
SP.Syn.Abst.43	9794	1.0	26.62	0.272%	3.072	0.269%	1e-05	1.0
SP.Syn.Abst.44	11865	1.0	22.324	0.188%	2.713	0.197%	0.0	1.0
SP.Syn.Abst.45	17095	1.0	24.122	0.141%	2.869	0.145%	0.0	1.0
SP.Syn.Abst.46	6516	1.0	24.92	0.382%	2.984	0.394%	2e-05	1.0
SP.Syn.Abst.47	8217	1.0	26.067	0.317%	3.024	0.314%	1e-05	1.0
SP.Syn.Abst.48	9873	1.0	24.224	0.245%	2.916	0.253%	1e-05	1.0
SP.Syn.Abst.49	5607	1.0	22.083	0.394%	2.698	0.409%	2e-05	1.0
SP.Syn.Abst.50	8606	1.0	23.183	0.269%	2.659	0.265%	1e-05	1.0
SP.Syn.Abst.51	7566	1.0	23.418	0.31%	2.787	0.31%	1e-05	1.0
SP.Syn.Abst.52	12203	1.0	22.059	0.181%	2.641	0.186%	0.0	1.0
SP.Syn.Abst.53	10414	1.0	25.239	0.242%	2.968	0.246%	1e-05	1.0
SP.Syn.Abst.54	8230	1.0	23.836	0.29%	2.774	0.291%	1e-05	1.0
SP.Syn.Abst.55	11995	1.0	23.815	0.199%	2.879	0.203%	0.0	1.0
SP.Syn.Abst.56	11514	1.0	24.162	0.21%	2.851	0.209%	0.0	1.0
SP.Syn.Abst.57	12036	1.0	24.188	0.201%	2.896	0.208%	0.0	1.0
SP.Syn.Abst.58	10984	1.0	25.88	0.236%	3.033	0.233%	1e-05	1.0
SP.Syn.Abst.59	16910	1.0	24.242	0.143%	2.972	0.145%	0.0	1.0
SP.Syn.Abst.60	10602	1.0	25.663	0.242%	2.956	0.241%	1e-05	1.0
SP.Syn.Abst.61	14774	1.0	25.575	0.173%	3.059	0.176%	0.0	1.0
SP.Syn.Abst.62	14893	1.0	22.658	0.152%	2.763	0.16%	0.0	1.0
SP.Syn.Abst.63	9665	1.0	23.236	0.24%	2.733	0.243%	1e-05	1.0
SP.Syn.Abst.64	11535	1.0	25.908	0.225%	2.955	0.215%	1e-05	1.0
SP.Syn.Abst.65	5392	1.0	24.69	0.458%	2.847	0.456%	2e-05	1.0
SP.Syn.Abst.66	5859	1.0	24.872	0.425%	2.961	0.435%	3e-05	1.0
SP.Syn.Abst.67	8865	1.0	22.204	0.25%	2.637	0.257%	1e-05	1.0
SP.Syn.Abst.68	21774	1.0	30.272	0.139%	3.714	0.142%	0.0	1.0
SP.Syn.Abst.69	14342	1.0	22.69	0.158%	2.689	0.161%	0.0	1.0
SP.Syn.Abst.70	6652	1.0	23.03	0.346%	2.758	0.357%	2e-05	1.0
SP.Syn.Abst.71	12631	1.0	22.863	0.181%	2.688	0.181%	0.0	1.0
SP.Syn.Abst.72	18457	1.0	25.364	0.137%	3.012	0.14%	0.0	1.0
SP.Syn.Abst.73	5899	1.0	22.635	0.384%	2.69	0.393%	2e-05	1.0
SP.Syn.Abst.74	9462	1.0	25.143	0.266%	3.004	0.271%	1e-05	1.0
SP.Syn.Abst.75	9161	1.0	24.321	0.265%	2.867	0.27%	1e-05	1.0
SP.Syn.Abst.76	8289	1.0	23.771	0.287%	2.896	0.293%	1e-05	1.0
SP.Syn.Abst.77	8765	1.0	24.061	0.275%	2.88	0.278%	1e-05	1.0
SP.Syn.Abst.78	9930	1.0	23.938	0.241%	2.828	0.242%	1e-05	1.0
SP.Syn.Abst.79	15947	1.0	21.22	0.133%	2.617	0.142%	0.0	1.0
SP.Syn.Abst.80	13138	1.0	24.354	0.185%	2.824	0.182%	1e-05	1.0
SP.Syn.Abst.81	7115	1.0	23.58	0.331%	2.83	0.343%	1e-05	1.0
SP.Syn.Abst.82	6297	1.0	23.363	0.371%	2.822	0.366%	2e-05	1.0
SP.Syn.Abst.83	9880	1.0	24.491	0.248%	2.908	0.253%	1e-05	1.0
SP.Syn.Abst.84	7897	1.0	24.19	0.306%	2.886	0.315%	1e-05	1.0
SP.Syn.Abst.85	12512	1.0	25.421	0.203%	3.029	0.206%	0.0	1.0
SP.Syn.Abst.86	10568	1.0	24.443	0.231%	2.913	0.237%	1e-05	1.0
SP.Syn.Abst.87	12491	1.0	26.173	0.21%	3.025	0.209%	0.0	1.0
SP.Syn.Abst.88	16763	1.0	26.242	0.157%	3.021	0.155%	0.0	1.0
SP.Syn.Abst.89	14645	1.0	23.122	0.158%	2.834	0.166%	0.0	1.0
SP.Syn.Abst.90	5869	1.0	24.155	0.412%	2.853	0.406%	2e-05	1.0
SP.Syn.Abst.91	5678	1.0	24.046	0.423%	2.862	0.434%	2e-05	1.0
SP.Syn.Abst.92	5709	1.0	23.319	0.408%	2.805	0.42%	2e-05	1.0
SP.Syn.Abst.93	4549	1.0	23.946	0.526%	2.85	0.539%	3e-05	1.0
SP.Syn.Abst.94	7052	1.0	21.466	0.304%	2.54	0.311%	1e-05	1.0
SP.Syn.Abst.95	20507	1.0	24.531	0.12%	2.884	0.12%	0.0	1.0
SP.Syn.Abst.96	7818	1.0	25.579	0.327%	2.932	0.323%	1e-05	1.0
SP.Syn.Abst.97	7874	1.0	25.49	0.324%	3.001	0.327%	2e-05	1.0
SP.Syn.Abst.98	13076	1.0	23.293	0.178%	2.736	0.179%	0.0	1.0
SP.Syn.Abst.99	10608	1.0	22.924	0.216%	2.697	0.218%	1e-05	1.0
SP.Syn.Abst.100	12341	1.0	28.637	0.232%	3.233	0.226%	1e-05	1.0
SP.Syn.Abst.101	6874	1.0	22.711	0.33%	2.79	0.348%	1e-05	1.0
SP.Syn.Abst.102	6963	1.0	23.93	0.344%	2.843	0.347%	1e-05	1.0
SP.Syn.Abst.103	9497	1.0	24.077	0.254%	2.8	0.254%	1e-05	1.0
SP.Syn.Abst.104	7377	1.0	21.409	0.29%	2.628	0.306%	1e-05	1.0
SP.Syn.Abst.105	13135	1.0	26.759	0.204%	3.045	0.2%	0.0	1.0
SP.Syn.Abst.106	3697	1.0	22.927	0.62%	2.725	0.608%	4e-05	1.0
SP.Syn.Abst.107	7732	1.0	25.536	0.33%	2.979	0.33%	1e-05	1.0
SP.Syn.Abst.108	3257	1.0	22.713	0.697%	2.702	0.683%	5e-05	1.0
SP.Syn.Abst.109	6325	1.0	22.313	0.353%	2.673	0.361%	3e-05	1.0
SP.Syn.Abst.110	11396	1.0	25.991	0.228%	3.031	0.222%	1e-05	1.0
SP.Syn.Abst.111	9498	1.0	22.608	0.238%	2.677	0.241%	1e-05	1.0
SP.Syn.Abst.112	9272	1.0	21.194	0.229%	2.643	0.245%	1e-05	1.0
SP.Syn.Abst.113	7847	1.0	23.753	0.303%	2.776	0.298%	1e-05	1.0
SP.Syn.Abst.114	7042	1.0	21.544	0.306%	2.63	0.322%	1e-05	1.0
SP.Syn.Abst.115	9482	1.0	24.153	0.255%	2.836	0.257%	1e-05	1.0
SP.Syn.Abst.116	6775	1.0	24.807	0.366%	2.86	0.358%	1e-05	1.0
SP.Syn.Abst.117	12554	1.0	24.597	0.196%	2.919	0.2%	0.0	1.0
SP.Syn.Abst.118	6185	1.0	23.487	0.38%	2.729	0.374%	2e-05	1.0
SP.Syn.Abst.119	10344	1.0	23.736	0.229%	2.832	0.236%	1e-05	1.0
SP.Syn.Abst.120	7348	1.0	23.529	0.32%	2.743	0.319%	1e-05	1.0
SP.Syn.Abst.121	19230	1.0	21.443	0.112%	2.564	0.114%	0.0	1.0
SP.Syn.Abst.122	5990	1.0	24.036	0.401%	2.875	0.397%	2e-05	1.0
SP.Syn.Abst.123	10213	1.0	24.093	0.236%	2.88	0.241%	1e-05	1.0
SP.Syn.Abst.124	10868	1.0	23.295	0.214%	2.843	0.221%	1e-05	1.0
SP.Syn.Abst.125	21294	1.0	24.573	0.115%	2.936	0.119%	0.0	1.0
SP.Syn.Abst.126	13214	1.0	24.153	0.183%	2.873	0.187%	0.0	1.0
SP.Syn.Abst.127	12640	1.0	25.113	0.199%	2.857	0.195%	0.0	1.0
SP.Syn.Abst.128	6003	1.0	23.529	0.392%	2.815	0.396%	2e-05	1.0
SP.Syn.Abst.129	6426	1.0	25.809	0.402%	2.943	0.392%	2e-05	1.0
SP.Syn.Abst.130	7531	1.0	22.323	0.296%	2.756	0.311%	1e-05	1.0
SP.Syn.Abst.131	6536	1.0	25.0	0.382%	2.889	0.371%	2e-05	1.0
SP.Syn.Abst.132	13915	1.0	23.262	0.167%	2.808	0.173%	0.0	1.0
SP.Syn.Abst.133	6320	1.0	22.231	0.352%	2.629	0.359%	2e-05	1.0
SP.Syn.Abst.134	10474	1.0	23.496	0.224%	2.792	0.23%	0.0	1.0
SP.Syn.Abst.135	15351	1.0	26.206	0.171%	3.094	0.171%	0.0	1.0
SP.Syn.Abst.136	10732	1.0	24.508	0.228%	2.962	0.232%	1e-05	1.0
SP.Syn.Abst.137	2734	1.0	25.21	0.922%	3.003	0.941%	0.0001	1.0
SP.Syn.Abst.138	16451	1.0	25.624	0.156%	3.055	0.16%	0.0	1.0
SP.Syn.Abst.139	11409	1.0	23.53	0.206%	2.769	0.209%	0.0	1.0
SP.Syn.Abst.140	4913	1.0	23.451	0.477%	2.773	0.465%	3e-05	1.0
SP.Syn.Abst.141	7285	1.0	23.806	0.327%	2.839	0.334%	1e-05	1.0
SP.Syn.Abst.142	10040	1.0	23.808	0.237%	2.849	0.245%	1e-05	1.0
SP.Syn.Abst.143	10644	1.0	23.913	0.225%	2.798	0.227%	1e-05	1.0
SP.Syn.Abst.144	6221	1.0	23.464	0.377%	2.754	0.38%	2e-05	1.0
SP.Syn.Abst.145	9574	1.0	23.139	0.242%	2.763	0.249%	1e-05	1.0
SP.Syn.Abst.146	8494	1.0	24.734	0.291%	2.901	0.294%	1e-05	1.0
SP.Syn.Abst.147	11111	1.0	24.473	0.22%	2.773	0.212%	0.0	1.0
SP.Syn.Abst.148	8244	1.0	22.842	0.277%	2.685	0.28%	1e-05	1.0
SP.Syn.Abst.149	11407	1.0	22.597	0.198%	2.749	0.208%	0.0	1.0
SP.Syn.Abst.150	9732	1.0	24.845	0.255%	2.9	0.256%	1e-05	1.0
SP.Syn.Abst.151	10790	1.0	23.774	0.22%	2.8	0.22%	1e-05	1.0
SP.Syn.Abst.152	14493	1.0	22.839	0.158%	2.776	0.165%	0.0	1.0
SP.Syn.Abst.153	4975	1.0	27.074	0.544%	3.154	0.522%	3e-05	1.0
SP.Syn.Abst.154	40955	1.0	26.45	0.065%	3.121	0.066%	0.0	1.0
SP.Syn.Abst.155	11596	1.0	23.541	0.203%	2.85	0.209%	1e-05	1.0
SP.Syn.Abst.156	7615	1.0	23.58	0.31%	2.799	0.315%	1e-05	1.0
SP.Syn.Abst.157	7086	1.0	19.936	0.281%	2.458	0.297%	1e-05	1.0
SP.Syn.Abst.158	12837	1.0	21.162	0.165%	2.621	0.173%	0.0	1.0
SP.Syn.Abst.159	14680	1.0	21.387	0.146%	2.708	0.159%	0.0	1.0
SP.Syn.Abst.160	7156	1.0	22.074	0.308%	2.672	0.319%	1e-05	1.0
SP.Syn.Abst.161	11543	1.0	24.378	0.211%	2.838	0.213%	1e-05	1.0
SP.Syn.Abst.162	6719	1.0	22.13	0.329%	2.661	0.339%	1e-05	1.0
SP.Syn.Abst.163	13096	1.0	22.938	0.175%	2.821	0.185%	0.0	1.0
SP.Syn.Abst.164	10300	1.0	24.993	0.243%	2.981	0.247%	1e-05	1.0
SP.Syn.Abst.165	6635	1.0	22.193	0.334%	2.671	0.345%	1e-05	1.0
SP.Syn.Abst.166	11637	1.0	24.271	0.209%	2.918	0.215%	1e-05	1.0
SP.Syn.Abst.167	9711	1.0	21.016	0.216%	2.596	0.227%	1e-05	1.0
SP.Syn.Abst.168	7559	1.0	25.455	0.337%	2.923	0.332%	1e-05	1.0
SP.Syn.Abst.169	4368	1.0	24.609	0.563%	2.974	0.562%	4e-05	1.0
SP.Syn.Abst.170	5385	1.0	25.219	0.468%	2.93	0.467%	2e-05	1.0
SP.Syn.Abst.171	7489	1.0	26.39	0.352%	3.027	0.345%	1e-05	1.0
SP.Syn.Abst.172	5599	1.0	24.828	0.443%	2.959	0.453%	2e-05	1.0
SP.Syn.Abst.173	8702	1.0	23.005	0.264%	2.725	0.266%	1e-05	1.0
SP.Syn.Abst.174	8492	1.0	23.533	0.277%	2.8	0.27%	1e-05	1.0
SP.Syn.Abst.175	6650	1.0	22.468	0.338%	2.696	0.347%	1e-05	1.0
SP.Syn.Abst.176	3408	1.0	24.731	0.726%	2.853	0.69%	6e-05	1.0
SP.Syn.Abst.177	11082	1.0	22.472	0.203%	2.663	0.203%	0.0	1.0
SP.Syn.Abst.178	5421	1.0	22.215	0.41%	2.671	0.4%	2e-05	1.0
SP.Syn.Abst.179	9374	1.0	21.399	0.228%	2.585	0.235%	1e-05	1.0
SP.Syn.Abst.180	12419	1.0	25.119	0.202%	2.965	0.205%	0.0	1.0
SP.Syn.Abst.181	6117	1.0	24.29	0.397%	2.873	0.403%	2e-05	1.0
SP.Syn.Abst.182	6024	1.0	26.46	0.439%	3.071	0.429%	2e-05	1.0
SP.Syn.Abst.183	10794	1.0	24.822	0.23%	2.99	0.235%	1e-05	1.0
SP.Syn.Abst.184	2460	1.0	22.112	0.899%	2.642	0.887%	8e-05	1.0
SP.Syn.Abst.185	10907	1.0	21.292	0.195%	2.631	0.206%	1e-05	1.0
SP.Syn.Abst.186	4868	1.0	24.039	0.494%	2.878	0.507%	4e-05	1.0
SP.Syn.Abst.187	10355	1.0	26.702	0.258%	3.131	0.259%	1e-05	1.0
SP.Syn.Abst.188	6693	1.0	21.844	0.326%	2.615	0.337%	1e-05	1.0
SP.Syn.Abst.189	4000	1.0	23.612	0.59%	2.838	0.61%	4e-05	1.0
SP.Syn.Abst.190	14603	1.0	22.505	0.154%	2.729	0.159%	0.0	1.0
SP.Syn.Abst.191	8287	1.0	21.174	0.256%	2.568	0.265%	1e-05	1.0
SP.Syn.Abst.192	8695	1.0	21.198	0.244%	2.548	0.252%	1e-05	1.0
SP.Syn.Abst.193	7848	1.0	23.589	0.301%	2.808	0.307%	1e-05	1.0
SP.Syn.Abst.194	6034	1.0	19.781	0.328%	2.432	0.347%	1e-05	1.0
SP.Syn.Abst.195	8762	1.0	24.754	0.283%	2.977	0.277%	1e-05	1.0
SP.Syn.Abst.196	16717	1.0	23.742	0.142%	2.892	0.147%	0.0	1.0
SP.Syn.Abst.197	12198	1.0	26.489	0.217%	3.057	0.216%	1e-05	1.0
SP.Syn.Abst.198	8468	1.0	24.828	0.293%	2.97	0.296%	2e-05	1.0
SP.Syn.Abst.199	5192	1.0	24.029	0.463%	2.762	0.455%	2e-05	1.0
SP.Syn.Abst.200	5955	1.0	24.109	0.405%	2.852	0.405%	2e-05	1.0
SP.Syn.Abst.201	7074	1.0	23.903	0.338%	2.802	0.341%	1e-05	1.0
SP.Syn.Abst.202	6161	1.0	24.035	0.39%	2.799	0.387%	2e-05	1.0
SP.Syn.Abst.203	10392	1.0	24.574	0.236%	2.972	0.244%	1e-05	1.0
SP.Syn.Abst.204	9544	1.0	23.339	0.245%	2.812	0.253%	1e-05	1.0
SP.Syn.Abst.205	5671	1.0	22.705	0.4%	2.674	0.407%	2e-05	1.0
SP.Syn.Abst.206	9375	1.0	22.609	0.241%	2.706	0.247%	1e-05	1.0
SP.Syn.Abst.207	12480	1.0	24.256	0.194%	2.895	0.198%	0.0	1.0
SP.Syn.Abst.208	10139	1.0	24.66	0.243%	2.902	0.247%	1e-05	1.0
SP.Syn.Abst.209	7806	1.0	25.091	0.321%	2.882	0.315%	1e-05	1.0
SP.Syn.Abst.210	9243	1.0	23.515	0.254%	2.736	0.247%	1e-05	1.0
SP.Syn.Abst.211	17194	1.0	25.372	0.148%	3.101	0.155%	0.0	1.0
SP.Syn.Abst.212	8214	1.0	23.733	0.289%	2.818	0.288%	1e-05	1.0
SP.Syn.Abst.213	12479	1.0	23.688	0.19%	2.897	0.196%	0.0	1.0
SP.Syn.Abst.214	4760	1.0	23.109	0.485%	2.75	0.493%	2e-05	1.0
SP.Syn.Abst.215	11188	1.0	22.763	0.203%	2.803	0.216%	1e-05	1.0
SP.Syn.Abst.216	11112	1.0	21.426	0.193%	2.683	0.206%	1e-05	1.0
SP.Syn.Abst.217	11204	1.0	23.573	0.21%	2.94	0.22%	1e-05	1.0
SP.Syn.Abst.218	11959	1.0	20.553	0.172%	2.47	0.175%	0.0	1.0
SP.Syn.Abst.219	8744	1.0	26.235	0.3%	3.115	0.307%	1e-05	1.0
SP.Syn.Abst.220	17062	1.0	26.379	0.155%	3.208	0.162%	0.0	1.0
SP.Syn.Abst.221	9967	1.0	22.661	0.227%	2.792	0.24%	1e-05	1.0
SP.Syn.Abst.222	6378	1.0	27.467	0.431%	3.212	0.426%	2e-05	1.0
SP.Syn.Abst.223	4640	1.0	24.143	0.52%	2.837	0.526%	3e-05	1.0
SP.Syn.Abst.224	7830	1.0	23.417	0.299%	2.828	0.312%	1e-05	1.0
SP.Syn.Abst.225	8165	1.0	26.305	0.322%	3.082	0.326%	1e-05	1.0
SP.Syn.Abst.226	10734	1.0	22.042	0.205%	2.669	0.213%	0.0	1.0
SP.Syn.Abst.227	9113	1.0	23.677	0.26%	2.81	0.266%	1e-05	1.0
SP.Syn.Abst.228	6295	1.0	24.099	0.383%	2.833	0.372%	1e-05	1.0
SP.Syn.Abst.229	8738	1.0	23.233	0.266%	2.746	0.266%	1e-05	1.0
SP.Syn.Abst.230	11926	1.0	22.8	0.191%	2.708	0.191%	1e-05	1.0
SP.Syn.Abst.231	6213	1.0	24.195	0.389%	2.812	0.388%	2e-05	1.0
SP.Syn.Abst.232	9455	1.0	21.619	0.229%	2.678	0.24%	1e-05	1.0
SP.Syn.Abst.233	7806	1.0	24.268	0.311%	2.8	0.309%	1e-05	1.0
SP.Syn.Abst.234	11213	1.0	24.767	0.221%	2.965	0.226%	1e-05	1.0
SP.Syn.Abst.235	15293	1.0	25.812	0.169%	3.018	0.171%	0.0	1.0
SP.Syn.Abst.236	16064	1.0	27.482	0.171%	3.224	0.171%	0.0	1.0
SP.Syn.Abst.237	9614	1.0	25.098	0.261%	2.969	0.263%	1e-05	1.0
SP.Syn.Abst.238	17024	1.0	24.186	0.142%	2.851	0.143%	0.0	1.0
SP.Syn.Abst.239	10921	1.0	23.882	0.219%	2.784	0.22%	1e-05	1.0
SP.Syn.Abst.240	9195	1.0	23.873	0.26%	2.768	0.258%	1e-05	1.0
SP.Syn.Abst.241	10970	1.0	22.319	0.203%	2.717	0.214%	1e-05	1.0
SP.Syn.Abst.242	8255	1.0	22.095	0.268%	2.689	0.28%	1e-05	1.0
SP.Syn.Abst.243	5848	1.0	23.143	0.396%	2.718	0.4%	2e-05	1.0
SP.Syn.Abst.244	10633	1.0	26.733	0.251%	3.138	0.246%	1e-05	1.0
SP.Syn.Abst.245	14151	1.0	25.067	0.177%	2.964	0.177%	0.0	1.0
SP.Syn.Abst.246	41989	1.0	28.522	0.068%	3.605	0.074%	0.0	1.0
SP.Syn.Abst.247	8884	1.0	23.68	0.267%	2.777	0.269%	1e-05	1.0
SP.Syn.Abst.248	5238	1.0	23.352	0.446%	2.76	0.448%	2e-05	1.0
SP.Syn.Abst.249	14755	1.0	24.231	0.164%	2.904	0.168%	0.0	1.0
SP.Syn.Abst.250	6572	1.0	25.709	0.391%	3.008	0.391%	2e-05	1.0
SP.Syn.Abst.251	17208	1.0	24.693	0.143%	2.928	0.147%	0.0	1.0
SP.Syn.Abst.252	14761	1.0	21.972	0.149%	2.683	0.154%	0.0	1.0
SP.Syn.Abst.253	10153	1.0	22.274	0.219%	2.643	0.223%	1e-05	1.0
SP.Syn.Abst.254	8342	1.0	20.888	0.25%	2.582	0.268%	1e-05	1.0
SP.Syn.Abst.255	11326	1.0	23.339	0.206%	2.814	0.214%	1e-05	1.0
SP.Syn.Abst.256	16042	1.0	28.461	0.177%	3.479	0.183%	0.0	1.0
SP.Syn.Abst.257	8418	1.0	23.276	0.277%	2.72	0.278%	1e-05	1.0
SP.Syn.Abst.258	7541	1.0	22.654	0.3%	2.699	0.307%	1e-05	1.0
SP.Syn.Abst.259	5956	1.0	24.062	0.404%	2.83	0.411%	1e-05	1.0
SP.Syn.Abst.260	7517	1.0	22.887	0.304%	2.701	0.304%	1e-05	1.0
SP.Syn.Abst.261	9444	1.0	23.601	0.25%	2.776	0.252%	1e-05	1.0
SP.Syn.Abst.262	8768	1.0	22.717	0.259%	2.735	0.256%	1e-05	1.0
SP.Syn.Abst.263	6791	1.0	23.607	0.348%	2.824	0.359%	1e-05	1.0
SP.Syn.Abst.264	9624	1.0	24.066	0.25%	2.858	0.251%	1e-05	1.0
SP.Syn.Abst.265	3225	1.0	21.799	0.676%	2.606	0.688%	8e-05	1.0
SP.Syn.Abst.266	11121	1.0	24.017	0.216%	2.81	0.216%	1e-05	1.0
SP.Syn.Abst.267	8775	1.0	23.612	0.269%	2.825	0.271%	1e-05	1.0
SP.Syn.Abst.268	10095	1.0	24.975	0.247%	2.943	0.25%	1e-05	1.0
SP.Syn.Abst.269	7466	1.0	21.143	0.283%	2.595	0.3%	1e-05	1.0
SP.Syn.Abst.270	14232	1.0	24.356	0.171%	2.836	0.171%	0.0	1.0
SP.Syn.Abst.271	7379	1.0	24.57	0.333%	2.829	0.326%	1e-05	1.0
SP.Syn.Abst.272	5295	1.0	24.629	0.465%	2.91	0.471%	3e-05	1.0
SP.Syn.Abst.273	9240	1.0	24.241	0.262%	2.802	0.259%	1e-05	1.0
SP.Syn.Abst.274	7460	1.0	25.78	0.346%	3.011	0.346%	1e-05	1.0
SP.Syn.Abst.275	10811	1.0	22.408	0.207%	2.718	0.217%	1e-05	1.0
SP.Syn.Abst.276	15930	1.0	21.712	0.136%	2.637	0.139%	0.0	1.0
SP.Syn.Abst.277	4482	1.0	21.568	0.481%	2.608	0.498%	3e-05	1.0
SP.Syn.Abst.278	11279	1.0	21.445	0.19%	2.631	0.2%	1e-05	1.0
SP.Syn.Abst.279	2803	1.0	22.708	0.81%	2.703	0.813%	7e-05	1.0
SP.Syn.Abst.280	9523	1.0	22.572	0.237%	2.718	0.244%	1e-05	1.0
SP.Syn.Abst.281	16851	1.0	24.315	0.144%	3.062	0.156%	0.0	1.0
SP.Syn.Abst.282	19490	1.0	23.575	0.121%	2.923	0.129%	0.0	1.0
SP.Syn.Abst.283	5984	1.0	23.441	0.392%	2.806	0.404%	2e-05	1.0
SP.Syn.Abst.284	5821	1.0	24.431	0.42%	2.896	0.422%	2e-05	1.0
SP.Syn.Abst.285	7293	1.0	22.992	0.315%	2.725	0.321%	1e-05	1.0
SP.Syn.Abst.286	4658	1.0	22.724	0.488%	2.746	0.508%	2e-05	1.0
SP.Syn.Abst.287	7178	1.0	24.969	0.348%	3.068	0.354%	1e-05	1.0
SP.Syn.Abst.288	10464	1.0	25.913	0.248%	3.203	0.254%	1e-05	1.0
SP.Syn.Abst.289	3007	1.0	23.635	0.786%	2.777	0.756%	8e-05	1.0
SP.Syn.Abst.290	11101	1.0	24.376	0.22%	2.876	0.224%	1e-05	1.0
SP.Syn.Abst.291	5956	1.0	23.866	0.401%	2.908	0.398%	2e-05	1.0
SP.Syn.Abst.292	6677	1.0	21.81	0.327%	2.661	0.344%	2e-05	1.0
SP.Syn.Abst.293	12441	1.0	22.484	0.181%	2.639	0.183%	0.0	1.0
SP.Syn.Abst.294	7058	1.0	24.072	0.341%	2.862	0.342%	2e-05	1.0
SP.Syn.Abst.295	8774	1.0	22.193	0.253%	2.67	0.263%	1e-05	1.0
SP.Syn.Abst.296	6077	1.0	23.205	0.382%	2.785	0.394%	2e-05	1.0
SP.Syn.Abst.297	17658	1.0	25.074	0.142%	2.967	0.144%	0.0	1.0
SP.Syn.Abst.298	13611	1.0	23.749	0.174%	2.808	0.174%	0.0	1.0
